case,sensor_mode,weno_flux_splitting,ducros_threshold,mean_K,mean_Mt,mean_Re_lambda_2d,mean_A_K,mean_C_uv,mean_WENO,mean_WENO_x,mean_WENO_y,physical_dissipation,HV_drain,HV_to_physical,mean_chi_d,mass_error_final,max_turnover,high_k_energy_ratio,high_k_enstrophy_ratio
directional_global,directional,global,0.5,0.03095753662693307,0.2506064021950513,134.77605414142238,0.18618570320226654,-0.058152971208448506,0.0,0.0,0.0,0.0005542123556180871,1.1974157048867862e-05,0.02160572013143526,0.011208427063430526,-1.9273471707492718e-10,11.149744113306015,0.0,0.0
directional_local,directional,local,0.5,0.03095753662693307,0.2506064021950513,134.77605414142238,0.18618570320226654,-0.058152971208448506,0.0,0.0,0.0,0.0005542123556180871,1.1974157048867862e-05,0.02160572013143526,0.011208427063430526,-1.9273471707492718e-10,11.149744113306015,0.0,0.0
gated_global,compression_gated,global,0.5,0.03095753662693307,0.2506064021950513,134.77605414142238,0.18618570320226654,-0.058152971208448506,0.0,0.0,0.0,0.0005542123556180871,1.1974157048867862e-05,0.02160572013143526,0.011208427063430526,-1.9273471707492718e-10,11.149744113306015,0.0,0.0
gated_local,compression_gated,local,0.5,0.03095753662693307,0.2506064021950513,134.77605414142238,0.18618570320226654,-0.058152971208448506,0.0,0.0,0.0,0.0005542123556180871,1.1974157048867862e-05,0.02160572013143526,0.011208427063430526,-1.9273471707492718e-10,11.149744113306015,0.0,0.0
legacy_global,legacy,global,0.5,0.030952314081372417,0.2504586622326083,130.5466827144134,0.13367086991414115,-0.12698928956073144,0.060879528255767625,0.060879528255767625,0.060879528255767625,0.0005644155458692104,1.1175276999411746e-05,0.019799732805377664,0.012439504886920881,-1.9453949562375783e-10,11.153599661848798,0.0,1.055568748198965
legacy_local,legacy,local,0.5,0.030954090822539138,0.250464695594033,130.54068460242604,0.13351745893547096,-0.127105547570138,0.06109629515614515,0.06109629515614515,0.06109629515614515,0.0005644928055673852,1.1173465452347525e-05,0.019793813742438767,0.012432726133841866,-1.9450396848696982e-10,11.153488211383717,0.0,1.1331055083152535
